Source:,"EM-DAT, CRED / UCLouvain, Brussels, Belgium",Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42
,www.emdat.be (D. Guha-Sapir),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Version:,2020-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
File creation:,"Sat, 07 Nov 2020 14:08:32 CET",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table type:,Custom request,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of records:,827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dis No,Year,Seq,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Entry Criteria,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,Aid Contribution,Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),Insured Damages ('000 US$),Total Damages ('000 US$),CPI
1977-0134-PHL,1977,0134,Natural,Meteorological,Storm,Tropical cyclone,,Kim (Unding),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,North Luzon,,,,,,,,,Kph,,,,,1977,11,14,1977,11,14,40,115,133141,15679,148935,,,3600,23.7068509965271
1977-0155-PHL,1977,0155,Natural,Meteorological,Storm,Tropical cyclone,,(Elang),Affect,Philippines (the),PHL,South-Eastern Asia,Asia,,,,,,,,,,Kph,,,,,1977,7,16,1977,7,16,4,3,860,,863,,,,23.7068509965271
1977-0157-PHL,1977,0157,Natural,Meteorological,Storm,Tropical cyclone,,(Ibiang),Affect,Philippines (the),PHL,South-Eastern Asia,Asia,,,,,,,,,,Kph,,,,,1977,8,17,1977,8,17,,,921,,921,,,25,23.7068509965271
1977-0160-PHL,1977,0160,Technological,Technological,Transport accident,Road,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Ilocos Norte,,,,,,,,,,,,,,1977,2,9,1977,2,9,10,,,,,,,,23.7068509965271
1977-0166-PHL,1977,0166,Technological,Technological,Transport accident,Road,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Quezon,,,,,,,,,,,,,,1977,5,19,1977,5,19,10,13,,,13,,,,23.7068509965271
1977-0168-PHL,1977,0168,Technological,Technological,Transport accident,Road,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Basilan,,,,,,,,,,,,,,1977,9,17,1977,9,17,22,32,,,32,,,,23.7068509965271
1977-0003-PHL,1977,0003,Technological,Technological,Industrial accident,Poisoning,,,Affect,Philippines (the),PHL,South-Eastern Asia,Asia,Palavan,,,,,,,,,m3,,,,,1977,3,,1977,3,,3,800,,,800,,,,23.7068509965271
1977-0044-PHL,1977,0044,Technological,Technological,Miscellaneous accident,Fire,,,Affect,Philippines (the),PHL,South-Eastern Asia,Asia,Manila,,,,,,,,,,,,,,1977,2,12,1977,2,12,,4,2500,,2504,,,700,23.7068509965271
1977-0247-PHL,1977,0247,Technological,Technological,Miscellaneous accident,Fire,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,,,,,,,,,,,,,,,1977,12,,1977,12,,33,,,,,,,,23.7068509965271
1977-0086-PHL,1977,0086,Natural,Meteorological,Storm,,,,Affect,Philippines (the),PHL,South-Eastern Asia,Asia,"Central, North",,,,,,,,,Kph,,,,,1977,7,18,1977,7,18,,,2500,,2500,,,,23.7068509965271
1977-0096-PHL,1977,0096,Natural,Hydrological,Flood,,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Manila,,,,,,,,,Km2,,,,,1977,8,,1977,8,,10,,4300,,4300,,,,23.7068509965271
1977-0097-PHL,1977,0097,Natural,Hydrological,Flood,,,,Affect,Philippines (the),PHL,South-Eastern Asia,Asia,Mindanao,,,,,,,,,Km2,,,,,1977,8,,1977,8,,,,1500,,1500,,,,23.7068509965271
1977-0161-PHL,1977,0161,Natural,Hydrological,Flood,,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Mindanao,,,,,,,,,Km2,,,,,1977,2,22,1977,2,22,14,,1499,,1499,,,1913,23.7068509965271
1978-0066-PHL,1978,0066,Natural,Geophysical,Volcanic activity,Ash fall,,Mount Mayon,Affect,Philippines (the),PHL,South-Eastern Asia,Asia,Albay province,,,,,,,,,,,,,,1978,5,,1978,5,,,,25000,,25000,,,,25.5159153234703
1978-0101-PHL,1978,0101,Natural,Geophysical,Volcanic activity,Ash fall,,Bulusan,Affect,Philippines (the),PHL,South-Eastern Asia,Asia,Central,,,,,,,,,,,,,,1978,8,,1978,8,,,,1000,,1000,,,,25.5159153234703
1978-0058-PHL,1978,0058,Natural,Meteorological,Storm,Tropical cyclone,,Caroline,Affect,Philippines (the),PHL,South-Eastern Asia,Asia,Central,,,,,,,,,Kph,,,,,1978,4,22,1978,4,22,,,2500,,2500,,,,25.5159153234703
1978-0050-PHL,1978,0050,Technological,Technological,Miscellaneous accident,Fire,,,Affect,Philippines (the),PHL,South-Eastern Asia,Asia,Manila,,,,,,,,,,,,,,1978,4,4,1978,4,4,3,,35000,,35000,,,7500,25.5159153234703
1978-0052-PHL,1978,0052,Technological,Technological,Miscellaneous accident,Fire,,,Affect,Philippines (the),PHL,South-Eastern Asia,Asia,Manila,,,,,,,,,,,,,,1978,4,9,1978,4,9,1,,12000,,12000,,,7500,25.5159153234703
1978-0102-PHL,1978,0102,Natural,Hydrological,Flood,,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Northern,,,,,,,,,Km2,,,,,1978,8,,1978,8,,53,,1000,,1000,,,,25.5159153234703
1978-0169-PHL,1978,0169,Natural,Hydrological,Landslide,Landslide,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Subic,,,,,,,,,,,,,,1978,8,13,1978,8,13,22,7,,,7,,,,25.5159153234703
1978-0124-PHL,1978,0124,Natural,Meteorological,Storm,Tropical cyclone,,Nina,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Manila,,,,,,,,,Kph,,,,,1978,10,9,1978,10,9,59,,50000,,50000,,,,25.5159153234703
1978-0126-PHL,1978,0126,Natural,Meteorological,Storm,Tropical cyclone,,Rita (Kading),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Central Luzon, Manilla",,,,,No,No,,185,Kph,,,,,1978,10,26,1978,10,26,340,749,1500000,,1500749,,,115000,25.5159153234703
1978-0158-PHL,1978,0158,Natural,Meteorological,Storm,Tropical cyclone,,(Atang),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,,,,,,,,,,Kph,,,,,1978,4,18,1978,4,18,66,47,64638,17157,81842,,,33254,25.5159153234703
1978-0159-PHL,1978,0159,Natural,Meteorological,Storm,Tropical cyclone,,(Heling),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Luzon (including Manila),,,,,,,,,Kph,,,,,1978,8,9,1978,8,9,49,12,42402,,42414,,,3515,25.5159153234703
1978-0160-PHL,1978,0160,Natural,Meteorological,Storm,Tropical cyclone,,Elaine (Miding),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,,,,,,,,,,Kph,,,,,1978,8,20,1978,8,20,47,4,150331,608,150943,,,11809,25.5159153234703
1978-0161-PHL,1978,0161,Natural,Meteorological,Storm,Tropical cyclone,,(Weling),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,,,,,,,,,,Kph,,,,,1978,9,24,1978,9,24,32,20,18735,5146,23901,,,13989,25.5159153234703
1978-0162-PHL,1978,0162,Natural,Meteorological,Storm,Tropical cyclone,,(Yaning),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,,,,,,,,,,Kph,,,,,1978,10,7,1978,10,7,24,2,6182,,6184,,,11893,25.5159153234703
1978-0165-PHL,1978,0165,Natural,Meteorological,Storm,Tropical cyclone,,(Garding),Affect,Philippines (the),PHL,South-Eastern Asia,Asia,,,,,,,,,,Kph,,,,,1978,12,14,1978,12,14,,,381,,381,,,624,25.5159153234703
1978-0166-PHL,1978,0166,Technological,Technological,Transport accident,Road,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Quezon,,,,,,,,,,,,,,1978,1,2,1978,1,2,22,39,,,39,,,,25.5159153234703
1978-0170-PHL,1978,0170,Technological,Technological,Miscellaneous accident,Fire,,,Affect,Philippines (the),PHL,South-Eastern Asia,Asia,Guian (Eastern Samar),,,,,,,,,,,,,,1978,1,3,1978,1,3,2,,2500,,2500,,,4068,25.5159153234703
1978-0171-PHL,1978,0171,Technological,Technological,Miscellaneous accident,Fire,,,Affect,Philippines (the),PHL,South-Eastern Asia,Asia,Surigao Del Sur,,,,,,,,,,,,,,1978,1,15,1978,1,15,,,3500,,3500,,,407,25.5159153234703
1978-0172-PHL,1978,0172,Technological,Technological,Miscellaneous accident,Fire,,,Affect,Philippines (the),PHL,South-Eastern Asia,Asia,"Tabuk, Kalinga-Apayao",,,,,,,,,,,,,,1978,1,26,1978,1,26,,,1180,,1180,,,678,25.5159153234703
1978-0173-PHL,1978,0173,Technological,Technological,Miscellaneous accident,Fire,,,Affect,Philippines (the),PHL,South-Eastern Asia,Asia,Zamboanga city,,,,,,,,,,,,,,1978,2,12,1978,2,12,1,,,165,165,,,,25.5159153234703
1978-0174-PHL,1978,0174,Technological,Technological,Miscellaneous accident,Fire,,,Affect,Philippines (the),PHL,South-Eastern Asia,Asia,Naga City,,,,,,,,,,,,,,1978,3,15,1978,3,15,,,100,,100,,,339,25.5159153234703
1978-0176-PHL,1978,0176,Technological,Technological,Miscellaneous accident,Fire,,,Affect,Philippines (the),PHL,South-Eastern Asia,Asia,Tondo,,,,,,,,,,,,,,1978,4,15,1978,4,15,,,3480,,3480,,,1356,25.5159153234703
1978-0178-PHL,1978,0178,Technological,Technological,Miscellaneous accident,Fire,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Cauayan,,,,,,,,,,,,,,1978,4,25,1978,4,25,25,,38,,38,,,814,25.5159153234703
1978-0168-PHL,1978,0168,Natural,Hydrological,Flood,,,,Affect,Philippines (the),PHL,South-Eastern Asia,Asia,Jipapad (Eastern Samar),,,,,,,,,Km2,,,,,1978,2,2,1978,2,2,,,1500,,1500,,,,25.5159153234703
1979-0138-PHL,1979,0138,Natural,Hydrological,Flood,Flash flood,,,Affect,Philippines (the),PHL,South-Eastern Asia,Asia,Cotabato,,,,,,,,,Km2,,,,,1979,7,16,1979,7,16,,,16000,,16000,,,6983,28.3875988971359
1979-0040-PHL,1979,0040,Natural,Meteorological,Storm,Tropical cyclone,,Cecil,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Leyte,,,,,,,,,Kph,,,,,1979,4,15,1979,4,15,18,49,480000,44500,524549,,,10000,28.3875988971359
1979-0077-PHL,1979,0077,Natural,Meteorological,Storm,Tropical cyclone,,Irving,Affect,Philippines (the),PHL,South-Eastern Asia,Asia,Northern,,,,,,,,,Kph,,,,,1979,8,12,1979,8,12,6,1,,10000,10001,,,,28.3875988971359
1979-0133-PHL,1979,0133,Natural,Meteorological,Storm,Tropical cyclone,,(Mameng),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,,,,,,,,,,Kph,,,,,1979,8,9,1979,8,9,24,5,34098,7035,41138,,,6100,28.3875988971359
1979-0134-PHL,1979,0134,Natural,Meteorological,Storm,Tropical cyclone,,(Pepang),Affect,Philippines (the),PHL,South-Eastern Asia,Asia,,,,,,,,,,Kph,,,,,1979,9,16,1979,9,16,8,,3722,,3722,,,9733,28.3875988971359
1979-0137-PHL,1979,0137,Natural,Meteorological,Storm,Tropical cyclone,,(Yayang),Affect,Philippines (the),PHL,South-Eastern Asia,Asia,,,,,,,,,,Kph,,,,,1979,11,4,1979,11,4,6,1,6110,,6111,,,617,28.3875988971359
1979-0139-PHL,1979,0139,Technological,Technological,Transport accident,Road,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,La Union,,,,,,,,,,,,,,1979,12,11,1979,12,11,11,4,1484,,1488,,,,28.3875988971359
1979-0148-PHL,1979,0148,Technological,Technological,Miscellaneous accident,Fire,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Olongapo City,,,,,,,,,,,,,,1979,2,27,1979,2,27,15,8,,,8,,,674,28.3875988971359
1979-0149-PHL,1979,0149,Technological,Technological,Miscellaneous accident,Fire,,,Affect,Philippines (the),PHL,South-Eastern Asia,Asia,Pasay City,,,,,,,,,,,,,,1979,3,6,1979,3,6,,2,200,,202,,,674,28.3875988971359
1979-0150-PHL,1979,0150,Technological,Technological,Miscellaneous accident,Fire,,,Affect,Philippines (the),PHL,South-Eastern Asia,Asia,"Nagcarlan, Laguna",,,,,,,,,,,,,,1979,3,13,1979,3,13,,,180,,180,,,1079,28.3875988971359
1979-0151-PHL,1979,0151,Technological,Technological,Miscellaneous accident,Fire,,,Affect,Philippines (the),PHL,South-Eastern Asia,Asia,"Paco, Metro Manila",,,,,,,,,,,,,,1979,3,16,1979,3,16,,,5000,,5000,,,674,28.3875988971359
1979-0152-PHL,1979,0152,Technological,Technological,Miscellaneous accident,Fire,,,Affect,Philippines (the),PHL,South-Eastern Asia,Asia,"Gumaca, Quezon",,,,,,,,,,,,,,1979,3,17,1979,3,17,,,500,,500,,,4720,28.3875988971359
1979-0157-PHL,1979,0157,Technological,Technological,Miscellaneous accident,Fire,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Pasay, Metro Manila",,,,,,,,,,,,,,1979,3,29,1979,3,29,13,,,,,,,337,28.3875988971359
1979-0169-PHL,1979,0169,Technological,Technological,Miscellaneous accident,Fire,,,Affect,Philippines (the),PHL,South-Eastern Asia,Asia,"Daet, Camarines Norte",,,,,,,,,,,,,,1979,10,25,1979,10,25,,,830,,830,,,4046,28.3875988971359
1980-0010-PHL,1980,0010,Natural,Hydrological,Flood,Flash flood,,,Affect,Philippines (the),PHL,South-Eastern Asia,Asia,Mindanao,,,,,,,,,Km2,,,,,1980,1,,1980,1,,2,,25980,,25980,,,,32.2338932328122
1980-0067-PHL,1980,0067,Natural,Meteorological,Storm,Tropical cyclone,,Joe,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Northern,,,,,,,,,Kph,,,,,1980,7,21,1980,7,21,31,,300000,300000,600000,,,15400,32.2338932328122
1980-0070-PHL,1980,0070,Natural,Meteorological,Storm,Tropical cyclone,,Kim,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Cagayan Valley (Northwestern),,,,,,,,,Kph,,,,,1980,7,25,1980,7,25,40,,190000,,190000,,,,32.2338932328122
1980-0099-PHL,1980,0099,Natural,Meteorological,Storm,Tropical cyclone,,Betty (Aring),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,North and Central Luzon,,,,,,,,,Kph,,,,,1980,11,6,1980,11,6,101,,775000,229000,1004000,,,102300,32.2338932328122
1980-0132-PHL,1980,0132,Natural,Meteorological,Storm,Tropical cyclone,,(Biring),Affect,Philippines (the),PHL,South-Eastern Asia,Asia,,,,,,,,,,Kph,,,,,1980,3,20,1980,3,20,4,,565,100,665,,,402,32.2338932328122
1980-0133-PHL,1980,0133,Natural,Meteorological,Storm,Tropical cyclone,,(Ditang),Affect,Philippines (the),PHL,South-Eastern Asia,Asia,,,,,,,,,,Kph,,,,,1980,5,7,1980,5,7,,,2535,528,3063,,,289,32.2338932328122
1980-0136-PHL,1980,0136,Natural,Meteorological,Storm,Tropical cyclone,,(Nitang/Osang),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,,,,,,,,,,Kph,,,,,1980,7,19,1980,7,19,36,55,58731,10451,69237,,,,32.2338932328122
1980-0143-PHL,1980,0143,Technological,Technological,Transport accident,Air,,,Affect,Philippines (the),PHL,South-Eastern Asia,Asia,Mia,,,,,,,,,,,,,,1980,2,27,1980,2,27,,133,,,133,,,,32.2338932328122
1980-0155-PHL,1980,0155,Technological,Technological,Transport accident,Road,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Negros Occidental,,,,,,,,,,,,,,1980,11,2,1980,11,2,12,39,,,39,,,,32.2338932328122
1980-0156-PHL,1980,0156,Technological,Technological,Transport accident,Road,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Cebu,,,,,,,,,,,,,,1980,12,2,1980,12,2,24,,,,,,,,32.2338932328122
1980-0148-PHL,1980,0148,Technological,Technological,Transport accident,Water,,"""Don Juan"" and ""Pnoc Tanker""",Kill,Philippines (the),PHL,South-Eastern Asia,Asia,,,,,,,,,,,,,,,1980,4,22,1980,4,22,114,901,,,901,,,,32.2338932328122
1980-0147-PHL,1980,0147,Technological,Technological,Miscellaneous accident,Explosion,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Pagadian City,,,,,,,,,,,,,,1980,4,13,1980,4,13,12,107,,,107,,,,32.2338932328122
1980-0151-PHL,1980,0151,Technological,Technological,Miscellaneous accident,Explosion,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Metro Manila,,,,,,,,,,,,,,1980,9,12,1980,9,12,15,18,,,18,,,,32.2338932328122
1980-0150-PHL,1980,0150,Technological,Technological,Miscellaneous accident,Other,,,Affect,Philippines (the),PHL,South-Eastern Asia,Asia,"Tiwi, Albay",,,,,,,,,,,,,,1980,7,29,1980,7,29,,,,300,300,,,,32.2338932328122
1980-0160-PHL,1980,0160,Technological,Technological,Miscellaneous accident,Fire,,,Affect,Philippines (the),PHL,South-Eastern Asia,Asia,Surigao Del Norte,,,,,,,,,,,,,,1980,1,13,1980,1,13,,,,750,750,,,3289,32.2338932328122
1980-0168-PHL,1980,0168,Technological,Technological,Miscellaneous accident,Fire,,,Affect,Philippines (the),PHL,South-Eastern Asia,Asia,Davao City,,,,,,,,,,,,,,1980,3,21,1980,3,21,,,,6000,6000,,,395,32.2338932328122
1980-0179-PHL,1980,0179,Technological,Technological,Miscellaneous accident,Fire,,,Affect,Philippines (the),PHL,South-Eastern Asia,Asia,Roxas city,,,,,,,,,,,,,,1980,7,26,1980,7,26,,,,750,750,,,2632,32.2338932328122
1980-0182-PHL,1980,0182,Technological,Technological,Miscellaneous accident,Fire,,,Affect,Philippines (the),PHL,South-Eastern Asia,Asia,Naga city,,,,,,,,,,,,,,1980,9,26,1980,9,26,,,,1500,1500,,,395,32.2338932328122
1981-0150-PHL,1981,0150,Natural,Hydrological,Flood,Flash flood,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Maco, Davao del Norte",,,,,,,,,Km2,,,,,1981,10,9,1981,10,9,125,122,,,122,,,,35.5651715205916
1981-0293-PHL,1981,0293,Natural,Hydrological,Landslide,Landslide,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,,,,,,,,,,,,,,,1981,10,,1981,10,,200,,,,,,,,35.5651715205916
1981-0062-PHL,1981,0062,Natural,Meteorological,Storm,Tropical cyclone,,,Affect,Philippines (the),PHL,South-Eastern Asia,Asia,Oriental Mindoro,,,,,,,,,Kph,,,,,1981,7,4,1981,7,4,,,25000,3500,28500,,,,35.5651715205916
1981-0083-PHL,1981,0083,Natural,Meteorological,Storm,Tropical cyclone,,Clara,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Northern Luzon,,,,,,,,,Kph,,,,,1981,9,20,1981,9,20,55,,18565,3340,21905,,,6700,35.5651715205916
1981-0101-PHL,1981,0101,Natural,Meteorological,Storm,Tropical cyclone,,Irma (Anding),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,,,,,,,,,200,Kph,,,,,1981,11,25,1981,11,25,261,95,840078,,840173,,,35000,35.5651715205916
1981-0112-PHL,1981,0112,Natural,Meteorological,Storm,Tropical cyclone,,Lee (Dinang),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Samar, Mindoro, Luzon",,,,,,,,,Kph,,,,,1981,12,25,1981,12,25,250,,180000,,180000,,,26000,35.5651715205916
1981-0134-PHL,1981,0134,Natural,Meteorological,Storm,Tropical cyclone,,(Daling),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,,,,,,,,,,Kph,,,,,1981,6,28,1981,6,28,210,36,12086,3356,15478,,,7609,35.5651715205916
1981-0136-PHL,1981,0136,Natural,Meteorological,Storm,Tropical cyclone,,(Rubing),Affect,Philippines (the),PHL,South-Eastern Asia,Asia,,,,,,,,,,Kph,,,,,1981,8,16,1981,8,16,5,,8526,1195,9721,,,12908,35.5651715205916
1981-0138-PHL,1981,0138,Natural,Meteorological,Storm,Tropical cyclone,,(Yeyeng),Affect,Philippines (the),PHL,South-Eastern Asia,Asia,,,,,,,,,,Kph,,,,,1981,11,17,1981,11,17,4,6,5663,67,5736,,,167,35.5651715205916
1981-0149-PHL,1981,0149,Technological,Technological,Transport accident,Road,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Tuba (Benguet),,,,,,,,,,,,,,1981,9,30,1981,9,30,15,2,,,2,,,,35.5651715205916
1981-0141-PHL,1981,0141,Technological,Technological,Miscellaneous accident,Explosion,,,Affect,Philippines (the),PHL,South-Eastern Asia,Asia,"Zambo city, Sur",,,,,,,,,,,,,,1981,1,11,1981,1,11,2,170,,,170,,,,35.5651715205916
1981-0143-PHL,1981,0143,Technological,Technological,Miscellaneous accident,Explosion,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Davao city,,,,,,,,,,,,,,1981,4,19,1981,4,19,15,137,,,137,,,,35.5651715205916
1981-0162-PHL,1981,0162,Technological,Technological,Miscellaneous accident,Fire,,,Govern,Philippines (the),PHL,South-Eastern Asia,Asia,Cagayan De Oro City,,,,,,,,,,,,,,1981,8,15,1981,8,15,,,,450,450,,,549,35.5651715205916
1981-0164-PHL,1981,0164,Technological,Technological,Miscellaneous accident,Fire,,,Affect,Philippines (the),PHL,South-Eastern Asia,Asia,"Arteche, Samar",,,,,,,,,,,,,,1981,10,21,1981,10,21,,,,750,750,,,366,35.5651715205916
1981-0007-PHL,1981,0007,Natural,Hydrological,Flood,,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,,,,,,,,,,Km2,,,,,1981,1,,1981,1,,228,,300000,,300000,,,27000,35.5651715205916
1981-0060-PHL,1981,0060,Natural,Meteorological,Storm,,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Albay province,,,,,,,,,Kph,,,,,1981,7,,1981,7,,214,32,,,32,,,2000,35.5651715205916
1981-0097-PHL,1981,0097,Natural,Hydrological,Flood,,,,Affect,Philippines (the),PHL,South-Eastern Asia,Asia,Lucena,,,,,,,,,Km2,,,,,1981,11,7,1981,11,7,,,7500,,7500,,,,35.5651715205916
1982-0195-PHL,1982,0195,Natural,Hydrological,Flood,Coastal flood,,,Affect,Philippines (the),PHL,South-Eastern Asia,Asia,"Davao Del Norte, Sur & Oriental",,,,,,,,,Km2,,,,,1982,6,23,1982,6,23,,,818,,818,,,60,37.7458220769372
1982-0180-PHL,1982,0180,Natural,Hydrological,Flood,Flash flood,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Region X,,,,,,,,,Km2,,,,,1982,1,22,1982,1,22,18,,35,,35,,,,37.7458220769372
1982-0037-PHL,1982,0037,Natural,Meteorological,Storm,Tropical cyclone,,Mamie,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,S.E./N. Mindanao,,,,,,,,,Kph,,,,,1982,3,22,1982,3,22,117,,16000,,16000,,,,37.7458220769372
1982-0038-PHL,1982,0038,Natural,Meteorological,Storm,Tropical cyclone,,Nelson (Bising),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Central province,,,,,,,,,Kph,,,,,1982,3,23,1982,3,23,151,31,485000,304000,789031,,,69000,37.7458220769372
1982-0093-PHL,1982,0093,Natural,Meteorological,Storm,Tropical cyclone,,Faye,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,West,,,,,,,,,Kph,,,,,1982,8,25,1982,8,25,70,67,25900,,25967,,,6500,37.7458220769372
1982-0101-PHL,1982,0101,Natural,Meteorological,Storm,Tropical cyclone,,(Ruping),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,C./S. Luzon,,,,,,,,,Kph,,,,,1982,9,5,1982,9,5,65,26,44383,5599,50008,,,,37.7458220769372
1982-0111-PHL,1982,0111,Natural,Meteorological,Storm,Tropical cyclone,,Nancy (Weling),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,North Luzon,,,,,,,,,Kph,,,,,1982,10,12,1982,10,12,96,183,51532,12464,64179,,,32000,37.7458220769372
1982-0173-PHL,1982,0173,Natural,Meteorological,Storm,Tropical cyclone,,(Akang),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,,,,,,,,,,Kph,,,,,1982,3,18,1982,3,18,25,8,23911,1180,25099,,,2400,37.7458220769372
1982-0174-PHL,1982,0174,Natural,Meteorological,Storm,Tropical cyclone,,(Emang),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,,,,,,,,,,Kph,,,,,1982,7,12,1982,7,12,10,5,11883,431,12319,,,4500,37.7458220769372
1982-0175-PHL,1982,0175,Natural,Meteorological,Storm,Tropical cyclone,,(Norming),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,,,,,,,,,,Kph,,,,,1982,8,20,1982,8,20,29,40,31522,5365,36927,,,4200,37.7458220769372
1982-0176-PHL,1982,0176,Natural,Meteorological,Storm,Tropical cyclone,,(Aning),Govern,Philippines (the),PHL,South-Eastern Asia,Asia,Visayan Sea region,,,,,,,,,Kph,,,,,1982,12,2,1982,12,2,,,41,44,85,,,5,37.7458220769372
1982-0179-PHL,1982,0179,Technological,Technological,Transport accident,Road,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Balanga, Bataan",,,,,,,,,,,,,,1982,1,18,1982,1,18,11,40,,,40,,,,37.7458220769372
1982-0183-PHL,1982,0183,Technological,Technological,Transport accident,Road,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Benguet,,,,,,,,,,,,,,1982,2,10,1982,2,10,18,15,,,15,,,,37.7458220769372
1982-0181-PHL,1982,0181,Technological,Technological,Industrial accident,Explosion,,Coal mine,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Cebu, Davao city",,,,,,,,,m3,,,,,1982,2,2,1982,2,2,25,2,,,2,,,,37.7458220769372
1982-0197-PHL,1982,0197,Technological,Technological,Miscellaneous accident,Fire,,,Affect,Philippines (the),PHL,South-Eastern Asia,Asia,"Laoang, Northern Samar",,,,,,,,,,,,,,1982,1,19,1982,1,19,3,7,,9000,9007,,,1750,37.7458220769372
1982-0199-PHL,1982,0199,Technological,Technological,Miscellaneous accident,Fire,,,Affect,Philippines (the),PHL,South-Eastern Asia,Asia,"Infanta, Quezon",,,,,,,,,,,,,,1982,1,29,1982,1,29,,,150,,150,,,2500,37.7458220769372
1982-0029-PHL,1982,0029,Natural,Hydrological,Flood,,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,South,,,,,,,,,Km2,,,,,1982,2,,1982,2,,13,,200000,,200000,,,,37.7458220769372
